frame,index,player,x,y,angle,vx,vy,av,speed,dist,arrowRot
25,5,2,-73.532768,-4.046268,1.995489,79.577507,35.986004,0.000000,87.335976,76.163383,0.424693
25,6,2,40.119209,-51.626411,3.457119,-37.771839,115.711189,0.000000,121.720131,106.148888,1.886323
25,7,2,91.546204,-17.635506,3.943493,-87.411163,84.572754,0.000000,121.627556,106.068161,2.372697
26,0,1,-2.194159,-29.223047,2.948149,16.159962,82.493835,0.000000,84.061745,74.957451,1.377353
26,1,1,77.380333,14.231786,-1.335480,-103.839775,-24.896467,0.000000,106.782646,95.217552,-2.906276
26,2,1,94.274109,81.754478,-0.521003,-66.362526,-115.635513,0.000000,133.324997,118.885262,-2.091799
26,3,1,-61.852283,87.823891,1.001579,99.839256,-63.883564,0.000000,118.528419,105.691200,-0.569217
26,4,2,17.182270,70.642441,-0.913656,-56.782051,-43.809238,0.000000,71.717857,63.950443,-2.484452
26,5,2,-72.235664,-3.459699,1.995489,77.826408,35.194134,0.000000,85.414146,76.163383,0.424693
26,6,2,39.503532,-49.740330,3.457119,-36.940674,113.164978,0.000000,119.041695,106.148888,1.886323
26,7,2,90.121407,-16.256977,3.943493,-85.487686,82.711739,0.000000,118.951157,106.068161,2.372697
27,0,1,-1.930753,-27.878405,2.948149,15.804363,80.678566,0.000000,82.211975,74.957451,1.377353
27,1,1,75.687752,13.825975,-1.335480,-101.554794,-24.348623,0.000000,104.432907,95.217552,-2.906276
27,2,1,93.192406,79.869629,-0.521003,-64.902222,-113.090965,0.000000,130.391205,118.885262,-2.091799
27,3,1,-60.224911,86.782593,1.001579,97.642303,-62.477814,0.000000,115.920219,105.691200,-0.569217
27,4,2,16.256727,69.928352,-0.913656,-55.532566,-42.845219,0.000000,70.139709,63.950443,-2.484452
27,5,2,-70.967102,-2.886038,1.995489,76.113846,34.419689,0.000000,83.534615,76.163383,0.424693
27,6,2,38.901402,-47.895748,3.457119,-36.127796,110.674797,0.000000,116.422203,106.148888,1.886323
27,7,2,88.727966,-14.908782,3.943493,-83.606537,80.891678,0.000000,116.333641,106.068161,2.372697
28,0,1,-1.673143,-26.563351,2.948149,15.456590,78.903244,0.000000,80.402908,74.957451,1.377353
28,1,1,74.032417,13.429095,-1.335480,-99.320091,-23.812834,0.000000,102.134865,95.217552,-2.906276
28,2,1,92.134506,78.026253,-0.521003,-63.474056,-110.602409,0.000000,127.521950,118.885262,-2.091799
28,3,1,-58.633350,85.764206,1.001579,95.493690,-61.102997,0.000000,113.369400,105.691200,-0.569217
28,4,2,15.351551,69.229980,-0.913656,-54.310577,-41.902412,0.000000,68.596291,63.950443,-2.484452
28,5,2,-69.726456,-2.324999,1.995489,74.438965,33.662289,0.000000,81.696449,76.163383,0.424693
28,6,2,38.312523,-46.091759,3.457119,-35.332809,108.239410,0.000000,113.860336,106.148888,1.886323
28,7,2,87.365189,-13.590254,3.943493,-81.766785,79.111664,0.000000,113.773735,106.068161,2.372697
29,0,1,-1.421201,-25.277235,2.948149,15.116469,77.166985,0.000000,78.633652,74.957451,1.377353
29,1,1,72.413506,13.040948,-1.335480,-97.134560,-23.288836,0.000000,99.887405,95.217552,-2.906276
29,2,1,91.099884,76.223442,-0.521003,-62.077316,-108.168617,0.000000,124.715851,118.885262,-2.091799
29,3,1,-57.076813,84.768234,1.001579,93.392365,-59.758430,0.000000,110.874725,105.691200,-0.569217
29,4,2,14.466293,68.546974,-0.913656,-53.115479,-40.980354,0.000000,67.086838,63.950443,-2.484452
29,5,2,-68.513107,-1.776307,1.995489,72.800941,32.921555,0.000000,79.898720,76.163383,0.424693
29,6,2,37.736603,-44.327465,3.457119,-34.555313,105.857613,0.000000,111.354851,106.148888,1.886323
29,7,2,86.032394,-12.300740,3.943493,-79.967514,77.370819,0.000000,111.270149,106.068161,2.372697
30,0,1,-1.174804,-24.019419,2.948149,14.783833,75.468933,0.000000,76.903328,74.957451,1.377353
30,1,1,70.830223,12.661342,-1.335480,-94.997124,-22.776367,0.000000,97.689384,95.217552,-2.906276
30,2,1,90.088028,74.460304,-0.521003,-60.711311,-105.788376,0.000000,121.971489,118.885262,-2.091799
30,3,1,-55.554523,83.794174,1.001579,91.337273,-58.443451,0.000000,108.434929,105.691200,-0.569217
30,4,2,13.600515,67.878998,-0.913656,-51.946678,-40.078587,0.000000,65.610596,63.950443,-2.484452
30,5,2,-67.326454,-1.239688,1.995489,71.198967,32.197121,0.000000,78.140564,76.163383,0.424693
30,6,2,37.173355,-42.601994,3.457119,-33.794926,103.528229,0.000000,108.904503,106.148888,1.886323
30,7,2,84.728928,-11.039602,3.943493,-78.207840,75.668282,0.000000,108.821671,106.068161,2.372697
31,0,1,-0.933829,-22.789282,2.948149,14.458516,73.808243,0.000000,75.211075,74.957451,1.377353
31,1,1,69.281776,12.290089,-1.335480,-92.906723,-22.275175,0.000000,95.539742,95.217552,-2.906276
31,2,1,89.098442,72.735962,-0.521003,-59.375366,-103.460510,0.000000,119.287514,118.885262,-2.091799
31,3,1,-54.065735,82.841553,1.001579,89.327408,-57.157410,0.000000,106.048836,105.691200,-0.569217
31,4,2,12.753789,67.225723,-0.913656,-50.803596,-39.196663,0.000000,64.166840,63.950443,-2.484452
31,5,2,-66.165916,-0.714878,1.995489,69.632240,31.488626,0.000000,76.421089,76.163383,0.424693
31,6,2,36.622501,-40.914494,3.457119,-33.051273,101.250099,0.000000,106.508072,106.148888,1.886323
31,7,2,83.454147,-9.806215,3.943493,-76.486885,74.003212,0.000000,106.427055,106.068161,2.372697
32,0,1,-0.698156,-21.586214,2.948149,14.140358,72.184097,0.000000,73.556061,74.957451,1.377353
